id	row_type	owner_cluster	player_behavior	source_owners	defs	harmony_patches	bridge_contracts	rw16_touchpoints	rw14_touchpoints	hook_intent	primary_scenario	supporting_scenarios	required_passes	evidence_state	port_delta_state	last_evidence	open_questions	duplicate_guard	notes
SRC.PatchGroups	supporting_infra	startup	PatchGroups applies Zombieland Harmony patch classes in ordered feature groups, rolls back a failing group, exposes group results, and records late optional integration failures.	Source/PatchGroups.cs;Source/Patches.cs;Source/CETools.cs	not_applicable	all Zombieland Harmony patch classes;CETools_Patch1;CETools_Patch2;CETools_Patch3;CETools_Patch4	scripts/coverage-inventory.sh;zombieland/startup_support_state	HarmonyLib.HarmonyPatch;HarmonyLib.PatchClassProcessor.Patch;HarmonyLib.PatchClassProcessor.Unpatch;HarmonyLib.Harmony;LongEventHandler;ProgramState.Entry;WindowStack	unknown	Replace one-shot PatchAll with grouped all-or-off patch application and a small queryable result API for future feedback plumbing.	A.HARMONY.INVENTORY	S-Source-Patch-Audit;S-Startup-ColdLoad	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;LOG_CLEAN	source_only	resolved	current source build and consistency reconciliation 2026-06-09	No open source-backstop gap; positive rollback/failure injection is optional unless patch grouping logic changes or a startup regression is reported.	Backstop only; feature behavior remains owned by the existing PATCH and feature rows, not this infrastructure row.	The normal-path evidence should prove all expected groups succeed and no dialog is shown; grouped failure rows expose label, state, failed patch types, summary, detail and timestamp for later feedback integration.
SRC.Tools.OptionalIntegration	supporting_infra	optional_integrations	Tools optional-integration helpers detect Combat Extended, respect AlienRace/SoS2/Customization filters, and provide support calls used by CE/Vehicle/SoS/custom-body compatibility paths.	Source/Tools.cs;Source/CETools.cs;Source/AlienTools.cs;Source/VehicleTools.cs;Source/SoSTools.cs;Source/Customization.cs;Source/BridgeTools/ZombielandBridgeTools.SoS2.cs	not_applicable	optional dynamic patches	zombieland/startup_support_state optionalIntegrations;zombieland/sos2_ship_hologram_state	external type-name reflection;CombatExtended.Controller;SoS2 biome/world object defs;Vehicles.VehiclePawn	unknown	Keep optional-mod helper behavior assigned to the optional integration matrix.	K.OPTIONAL.INTEGRATIONS	S-Optional-Mod-Compat	SOURCE_AUDIT;OPTIONAL_MOD_COMPAT;CONTRACT_RUNTIME;LOG_CLEAN	contract_runtime	resolved_runtime	TEST_COVERAGE.md L evidence;startup_support_state optionalIntegrations;Source read 2026-05-31;local About.xml scan 2026-06-01;active CE clean fixture runtime 2026-06-01;EV.RUNTIME.STARTUP.CE_STACK_RECHECK;EV.RUNTIME.HAR.ACTIVE_FRAMEWORK;EV.RUNTIME.HAR.HUMAN_EATING_SEMANTICS;EV.RUNTIME.HAR.NON_FLESH_ALIEN_EATING_SEMANTICS;EV.RUNTIME.CUSTOM_SUPPORT.ACTIVE_REGISTRATION;EV.RUNTIME.VEHICLES.ACTIVE_FRAMEWORK;EV.STATIC.SOS2.CURRENT_TARGETS;EV.RUNTIME.SOS2.SPACE_FLOATERS;EV.RUNTIME.RIMCONNECT.ACTIVE_CURRENT;EV.RUNTIME.RIMCONNECT.CONNECTED_STUB;EV.RUNTIME.SOS2.SHIP_HOLOGRAM;EV.RUNTIME.DUBS.ANALYZER_UI	No known active local optional-helper runtime gap remains for the installed named optional integrations. Future helper evidence should be tied to a named optional-mod scenario instead of this backstop row.	Backstop only; do not claim full optional compatibility until unavailable dependencies get runtime evidence when installed.	CE resolves current targets and passes tanky/electrifier damage-stack smokes plus surgical-cut, base and current bursting-override projectile-noise, spitter after-armor, turret ammo behavior, and clean fixture reload/log smokes; HAR framework resolves the AlienRace member surface, loads ZL_CE_EMPTY_00 log-clean, preserves downed-pawn eating semantics for HAR-patched Human targets, and rejects local ZLTestNonFleshAlienKind corpse/downed targets through AlienTools.IsFleshPawn=false; local ZLTestSupport registers both generic delegates and proves custom support false/null/true return semantics through the attraction side-effects contract; Vehicle Framework has a local playable 1.6 assembly build and concrete ZLTestScoutVehicle movement evidence through Thing.Position/BumpTimestamps with moveSpeed=10, changedCount=709, and timestampAfter=320039000; current SoS2 target audit is source/decompiler-covered against local Bqr1s commit 7c9e1ec3, the local SoS2 runtime fixtures prove the OuterSpaceBiome floater path with 100/10 floaters plus ship-generation pawn conversion and hologram exclusion with clean Zombieland logs; RimConnect is now connected-runtime covered through the local backend stub: action contracts pass, settings patch target is installed, the command-option window opens, and logs are clean. Dubs analyzer UI also opens through a real click on the current local Dubs build with clean logs. The startup-support optional integration probe now treats internal support methods separately from external optional dependencies, keeping inactive Camera+ absent/successful while preserving active-mod member checks.
SRC.VictimHead	supporting_infra	ui	VictimHead renders the temporary severed-head visual effect after chainsaw slaughter.	Source/VictimHead.cs;Source/Chainsaw.cs;Source/TickManager.cs	not_applicable	not_applicable	zombieland/chainsaw_slaughter_zombie	Find.PawnCacheRenderer.RenderPawn;RenderTexture;MaterialPool;MaterialRequest;MeshPool.GetMeshSetForWidth;MapComponentUpdate	unknown	Create, animate, fade and clean up chainsaw victim head visuals while J.BUILDINGS.ITEMS owns the player item flow.	J.BUILDINGS.ITEMS	S-Defense-Room;S-Visual-Lineup	SOURCE_AUDIT;RW16_TARGET_AUDIT;VISUAL_UI;PLAYER_FLOW	source_only	resolved	EV.STATIC.VICTIM_HEAD_RENDER_SUPPORT;J.BUILDINGS.ITEMS chainsaw runtime evidence	No open source-backstop gap; rerun only if VictimHead, Chainsaw.Slaughter victim-head creation, TickManager victim-head drawing/cleanup, MeshPool head mesh APIs, MaterialRequest/MaterialPool, or PawnCacheRenderer.RenderPawn changes.	Backstop only; do not duplicate chainsaw coverage already owned by J.BUILDINGS.ITEMS.	Current source shows Chainsaw adds VictimHead to TickManager.victimHeads and TickManager.MapComponentUpdate draws the fading mesh; static pass verified the current 1.6 MeshPool replacement for removed humanlikeHeadSet plus the PawnCacheRenderer and MaterialRequest surfaces used by the portrait texture path.
SRC.ZombieRemover	supporting_infra	save_load	Source file Source/ZombieRemover.cs is assigned to the uninstall hygiene feature and scenario.	Source/ZombieRemover.cs	not_applicable	not_applicable	zombieland/uninstall_hygiene_state;save XML scan	GameDataSaveLoader.SaveGame;WorldPawns.ExposeData;FactionManager.ExposeData;BattleLog.Battles	unknown	Source ownership backstop for coverage consistency checks.	M.UNINSTALL.HYGIENE	S-Uninstall-Hygiene	SOURCE_AUDIT;RW16_TARGET_AUDIT;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	save_load	resolved	TEST_COVERAGE.md M uninstall evidence;TEST_SCENARIOS.md S-Uninstall-Hygiene;current save XML scan 2026-05-31;no-Zombieland load proof 2026-06-01	No open source-backstop gap; rerun through M.UNINSTALL.HYGIENE if remover behavior changes.	Backstop only; behavior is owned by M.UNINSTALL.HYGIENE and SCENARIO.S.UNINSTALL.HYGIENE.	Current scan found ZL_Uninstall_Hygiene_source.rws still has Zombieland refs while ZL_Uninstall_Hygiene_no_zl.rws has zero matches for the scrub pattern; the output save also loads and ticks for 30 ticks with Zombieland disabled and warning-or-higher logs empty.
BRIDGE.AwarenessCues	bridge_contract	bridge_tools	Scenario fixture mapped to B.SETTINGS.WORLD_DEFAULTS and F.RENDERING.VISUALS for awareness cue setting gates.	Source/BridgeTools/ZombielandBridgeTools.AwarenessCues.cs	not_applicable	not_applicable	zombieland/awareness_cues_contract;zombieland/awareness_cues_translation_state	RimBridgeServer.Annotations ToolAttribute;LetterStack;SoundDef;Sustainer;Mote	unknown	Provide controlled evidence for awareness cue letters, sounds, sustainers, thought bubbles and translation keys without owning player behavior directly.	B.SETTINGS.WORLD_DEFAULTS	S-Settings-Persistence;F.RENDERING.VISUALS	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW;CONTRACT_RUNTIME;LOG_CLEAN	contract_runtime	resolved_runtime	TEST_COVERAGE.md awareness cue runtime evidence;TEST_SCENARIOS.md S-Settings-Persistence awareness cue evidence;op_afff80382cda4452abbe197f45d29aef;op_4032ac9dfb2d48c88d81e073e87fca59	No open awareness cue bridge source gap remains; future cue behavior belongs in named setting/effect rows.	Bridge row owns evidence production only; settings and visual rows own behavior.	Runtime awareness cue and translation contracts passed with clean logs and cover the bridge family source path.
SRC.ZombieAwarenessCues	supporting_infra	settings	Central setting gates for Zombieland letters, sirens, special ambient sounds, action sounds, wall/sabotage sounds and thought bubbles.	Source/ZombieAwarenessCues.cs	not_applicable	not_applicable	zombieland/awareness_cues_contract;zombieland/awareness_cues_translation_state	ZombieSettings.Values;Prefs.VolumeAmbient;Constants.USE_SOUND	unknown	Keep cue-setting checks centralized while behavior remains owned by settings and visual/audio scenarios.	B.SETTINGS.WORLD_DEFAULTS	S-Settings-Persistence;F.RENDERING.VISUALS	SOURCE_AUDIT;CONTRACT_RUNTIME;LOG_CLEAN	contract_runtime	resolved_runtime	TEST_COVERAGE.md awareness cue runtime evidence;TEST_SCENARIOS.md S-Settings-Persistence awareness cue evidence;op_afff80382cda4452abbe197f45d29aef	No open source-backstop gap; rerun awareness cue contracts if cue gates or consumers change.	Backstop only; do not duplicate settings and audio/visual behavior rows.	Runtime awareness cue contract proves each public gate suppresses and allows its representative downstream effect while preserving default-on behavior.
SRC.AnomalyTargeting	supporting_infra	hostility	Anomaly targeting helper classifies ghouls, shamblers, other entities and Nociosphere, applies tri-state attraction overrides and reverse zombie-hostility overrides.	Source/AnomalyTargeting.cs	not_applicable	GenHostility_HostileTo_Patch;AttackTargetFinder_BestAttackTarget_Patch	zombieland/anomaly_zombie_matrix;zombieland/anomaly_targeting_overrides;zombieland/anomaly_zombie_hostility_overrides;zombieland/anomaly_engagement_matrix	ModsConfig.AnomalyActive;Pawn.activity;CompCanBeDormant;Faction;Pawn.IsShambler;Pawn.IsSubhuman	unknown	Keep Anomaly helper policy assigned to the Anomaly hostility matrix instead of treating it as a separate gameplay surface.	E.HOSTILITY.TARGETING	S-Hostility-Area-Workflow	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;LOG_CLEAN	contract_runtime	resolved_runtime	TEST_SCENARIOS.md Anomaly targeting override evidence;TEST_SCENARIOS.md Anomaly zombie-hostility override evidence;TEST_SCENARIOS.md Anomaly matrix evidence	No open source-backstop gap; future changes should rerun the named Anomaly matrix or override contracts.	Backstop only; Anomaly player-facing behavior remains owned by E.HOSTILITY.TARGETING.	Runtime Anomaly matrix and override evidence covers the helper's category, forced attraction, dormant/deactivated hard gates, and reverse-hostility decisions.
SRC.ZombieCorpseAppearance	supporting_infra	save_load	ZombieCorpseAppearance snapshots Zombieland corpse age, story graphics and special-type flags for corpse persistence and Death Pall resurrection support.	Source/ZombieCorpseAppearance.cs;Source/ZombieCorpse.cs	not_applicable	MutantUtility_CanResurrectAsShambler_Patch;MutantUtility_ResurrectAsShambler_Patch	zombieland/death_pall_zombie_corpse_contract	IExposable;Scribe_Values;Scribe_Defs;BodyTypeDef;HeadTypeDef;HairDef	unknown	Preserve enough zombie corpse appearance state for resurrection support without owning general corpse gameplay.	C.SPECIAL.ZOMBIES	S-Special-Gauntlet	SOURCE_AUDIT;SAVE_LOAD	source_only	resolved	Source audit 2026-06-06;Death Pall bridge contract source present	No open source-backstop gap; runtime Death Pall behavior should be a named Anomaly/content slice if it becomes active test work.	Backstop only; special zombie behavior remains owned by C.SPECIAL.ZOMBIES.	Source audit shows the helper captures and reapplies type flags, story appearance, age ticks and tanky/special state through ordinary Scribe fields.
SRC.ZombieDeathPallUtility	supporting_infra	core_zombie	ZombieDeathPallUtility gates Anomaly Death Pall raising of Zombieland corpses and converts eligible zombie corpses into fresh former-pawn Zombieland zombies.	Source/ZombieDeathPallUtility.cs;Source/ZombieCorpseAppearance.cs	not_applicable	MutantUtility_CanResurrectAsShambler_Patch;MutantUtility_ResurrectAsShambler_Patch	zombieland/death_pall_zombie_corpse_contract	ModsConfig.AnomalyActive;MutantUtility;Corpse;Room;ApparelUtility;ZombieGenerator.SpawnZombieIterativ	unknown	Integrate Death Pall resurrection with Zombieland corpse identity while leaving broad Anomaly gameplay to named scenario rows.	C.SPECIAL.ZOMBIES	S-Hostility-Area-Workflow;S-Special-Gauntlet	SOURCE_AUDIT;RW16_TARGET_AUDIT	source_only	resolved	Source audit 2026-06-06;Death Pall bridge contract source present	No open source-backstop gap; run the Death Pall bridge contract if this content branch is promoted from source support to runtime evidence.	Backstop only; do not duplicate C.SPECIAL.ZOMBIES or Anomaly scenario behavior.	Source audit shows the utility rejects inactive Anomaly, non-zombie corpses, destroyed/unspawned/dead-invalid and indoor corpses, then respawns a Zombieland zombie from the stored appearance snapshot and transfers compatible apparel defensively.
PATCH.HealthUtility_DamageUntilDowned_Patch	patch	core_zombie	HealthUtility.DamageUntilDowned should make self-healing zombies health-downed without fighting the public Pawn.Downed display override.	Source/Patches.cs	not_applicable	HealthUtility_DamageUntilDowned_Patch	see owning feature/scenario row	HealthUtility.DamageUntilDowned	unknown	Redirect debug/dev downing helper through Pawn_HealthTracker.MakeDowned for zombies when double-tap self-healing is enabled.	E.HOSTILITY.TARGETING	S-Source-Patch-Audit	SOURCE_AUDIT	source_only	resolved	Source audit 2026-06-06;TEST_SCENARIOS.md downed combat continuation;TEST_COVERAGE.md UI-state/downed evidence	No open player-flow gap; rerun only if HealthUtility.DamageUntilDowned or double-tap downed display behavior changes.	Patch row owns target shape and hook intent only; player combat downed behavior belongs to E.HOSTILITY.TARGETING.	Source audit confirms the prefix only handles Zombie with doubleTapRequired enabled, invokes Pawn_HealthTracker.MakeDowned through reflection, and otherwise passes through vanilla.
PATCH.MutantUtility_CanResurrectAsShambler_Patch	patch	core_zombie	Death Pall eligibility should include eligible Zombieland zombie corpses while preserving vanilla shambler checks for other corpses.	Source/Patches.cs	not_applicable	MutantUtility_CanResurrectAsShambler_Patch	see owning feature/scenario row	MutantUtility.CanResurrectAsShambler(Corpse,bool)	unknown	Postprocess Anomaly Death Pall eligibility for Zombieland zombie corpses through ZombieDeathPallUtility.CanDeathPallRaise.	C.SPECIAL.ZOMBIES	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT	source_only	resolved	Source audit 2026-06-06;Death Pall bridge contract source present	No open source-backstop gap; promote to runtime evidence if Death Pall zombie-corpse behavior is selected as a named active Anomaly content branch.	Patch row owns target shape and hook intent only; special/Anomaly player flow belongs to named scenario rows.	Source audit confirms Prepare gates on active Anomaly and target existence, and the postfix only flips a false vanilla result when ZombieDeathPallUtility accepts the corpse.
PATCH.MutantUtility_ResurrectAsShambler_Patch	patch	core_zombie	Death Pall resurrection should raise eligible Zombieland zombie corpses as fresh Zombieland zombies instead of vanilla shamblers.	Source/Patches.cs	not_applicable	MutantUtility_ResurrectAsShambler_Patch	see owning feature/scenario row	MutantUtility.ResurrectAsShambler(Pawn,int,Faction)	unknown	Intercept Anomaly shambler resurrection for ZombieCorpse-backed Zombieland zombies and delegate to ZombieDeathPallUtility.TryRaiseZombieCorpse.	C.SPECIAL.ZOMBIES	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT	source_only	resolved	Source audit 2026-06-06;Death Pall bridge contract source present	No open source-backstop gap; promote to runtime evidence if Death Pall zombie-corpse behavior is selected as a named active Anomaly content branch.	Patch row owns target shape and hook intent only; special/Anomaly player flow belongs to named scenario rows.	Source audit confirms Prepare gates on active Anomaly and target existence, and the prefix only suppresses vanilla resurrection for Zombie pawns whose corpse is a ZombieCorpse.
C.SPECIAL.SYMBIANT_INFESTATION	feature	core_zombie	Symbiant symbiosis appears inside used colony rooms, links to an eligible colonist, spreads slowly, disrupts movement and standing work, can be fed with corpses, and is managed through host surgery rather than ordinary combat.	Source/ZombieSymbiant.cs;Source/Hediff_SymbiantSymbiosis.cs;Source/Hediff_Injury_ZombieBite.cs;Source/Recipe_SeverSymbiantSymbiosis.cs;Source/JobDriver_Symbiant.cs;Source/JobDriver_FeedZombieSymbiant.cs;Source/WorkGivers.cs;Source/TickManager.cs;Source/Patches.cs;Source/Patches_Startup.cs;Source/ZombieSettings.cs;Source/SettingsDialog.cs;Source/Dialog_ZombieDebugActionMenu.cs;Source/BridgeTools/ZombielandBridgeTools.Symbiant.cs;Source/BridgeTools/ZombielandBridgeTools.SymbiantStress.cs	1.6/Defs/Zombie_Race.xml;1.6/Defs/Zombie_Hediffs.xml;1.6/Defs/Zombie_Jobs.xml;1.6/Defs/Zombie_Workgivers.xml;1.6/Defs/Zombie_Things.xml;1.6/Defs/Zombie_Recipes.xml;1.6/Languages/*/Keyed/Text.xml;1.6/Languages/*/Keyed/Help.xml;1.6/Languages/*/DefInjected/RecipeDef/Zombie_Recipes.xml	GenUI_ThingsUnderMouse_Patch;FloatMenuUtility_GetRangedAttackAction_Patch;Pawn_FilthTracker_Notify_EnteredNewCell_SymbiantSplash_Patch;Pawn_PathFollower_CostToMoveIntoCell_Patch;Pawn_PathFollower_TryEnterNextPathCell_SymbiantDoor_Patch;StatExtension_GetStatValue_Patch;Need_CurLevel_Patch;MentalStateHandler_TryStartMentalState_Patch;HediffSet_CalculatePain_Patch;PawnCapacitiesHandler_GetLevel_Patch;SkillRecord_GetLevel_Patch;SkillRecord_GetLevelForUI_Patch;Pawn_PreApplyDamage_Patch;Pawn_HealthTracker_PreApplyDamage_Patch;Root_Shutdown_Patch;GameDataSaveLoader_LoadGame_Patch;Current_Notify_LoadedSceneChanged_Patch	zombieland/symbiant_infestation_state;zombieland/symbiant_settings_contract;zombieland/symbiant_map_cache_contract;zombieland/symbiant_host_availability_contract;zombieland/symbiant_feeding_contract;zombieland/symbiant_unsafe_damage_contract;zombieland/symbiant_combat_isolation_contract;zombieland/symbiant_severance_contract;zombieland/symbiant_benefit_contract;zombieland/symbiant_natural_spawn_contract;zombieland/symbiant_discovery_letter_contract;zombieland/symbiant_expansion_contract;zombieland/symbiant_relocation_contract;zombieland/symbiant_door_path_cost_contract;zombieland/symbiant_render_blob;zombieland/symbiant_pawn_stress_state;rimbridge/list_logs	Pawn_PathFollower.CostToMoveIntoCell;Pawn_PathFollower.TryEnterNextPathCell;Pawn_FilthTracker.Notify_EnteredNewCell;FloatMenuUtility.GetRangedAttackAction;GenUI.ThingsUnderMouse;Thing.CustomRectForSelector;StatExtension.GetStatValue;Need.CurLevel;MentalStateHandler.TryStartMentalState;HediffSet.PainTotal;PawnCapacitiesHandler.GetLevel;SkillRecord.GetLevel;SkillRecord.GetLevelForUI;Pawn.PreApplyDamage;Pawn_HealthTracker.PreApplyDamage;GameDataSaveLoader.LoadGame;Current.Notify_LoadedSceneChanged;Root.Shutdown;Room;Building_Door;WorkGiver_Scanner;Recipe_Surgery;JobDriver	not_applicable	Indoor non-combat slime symbiosis with one-cell expansion pulses, conservative door/wall spread, corpse feeding, same-map host zombie infection immunity and random benefits, dynamic surgery severance through RimWorld ingredients, host-death/severance retreat, click-anywhere selection, pawn-system isolation, difficulty-scaled positional work/tend penalties, movement and door slowdown, entry splash sounds, host aura, and GPU-fed metaball rendering.	S-Symbiant-Symbiosis	S-Special-Gauntlet;S-Startup-ColdLoad;D.PATHING.DOOR_AVOIDANCE	SOURCE_AUDIT;DEF_RESOLUTION;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;VISUAL_UI;LOG_CLEAN;PLAYER_FLOW	contract_runtime	resolved_additive	docs/features/symbiant.md;TEST_COVERAGE.md Zombie Symbiant Symbiosis;TEST_SCENARIOS.md S-Symbiant-Symbiosis;op_b71ff072d53740beaa65492c17d6c68b;op_62f6304761dd4856ab7b238e7f5249dc;op_ad90e439d0144a768e06a3c51c14b606;op_cd933d6f1a0344c195cf85f0a2ca31c3;op_dcf73c3cdec44689b76436c9e2d85531;op_4ec9a17a81904fdd9cb510286ddc9440;op_f89e3bf86b504f9eb4d011ab4926f4a6;op_66b3469fc8a84ff4aa5b342638c09143;op_13ffd847c5a140439ea61c69bf3caf2e;op_bd8b228709b74079881bc1416edc5c7b;op_f97d0452dbae4710b0e67ad373523ca8;op_fd84034099df4c45ae11b7348cedcf7f	Current simplified release surface is live-validated on SYMBIANT-TEST-MAP. Remaining additive gaps: full save/load matrix, true multi-map behavior, full host eligibility matrix, host deletion/real-caravan/gravship edges, corpse freshness/body-size feeding variants, natural-base item-reach behavior, long endurance stress, and fresh reruns of historical damage/feeding/relocation contracts after future changes in those areas.	Owns symbiant-specific behavior; general pathing remains D.PATHING.DOOR_AVOIDANCE and generic special zombie visuals remain F.RENDERING.VISUALS.	Simplified 2026-06-22 pass removed the reserve/maturity/feed-cap settings model, hidden coagulant legacy def, and selected status gizmo. Current settings are enable plus max cells; default max is 400 and technical max is 4000. Surgery visibility is simple same-map host availability, while extract cost is dynamic through RimWorld's ingredient path. Live GABS evidence covered settings, severance, door slowdown, map cache, event creation, expansion, click-anywhere selection, inspect text, no selected gizmos, and repeated load after restart. Old saves may log the removed SymbiantCoagulantPack def non-fatally.
PATCH.DropCellFinder_IsSafeDropSpot_Patch	patch	quests	Storyteller delivery safe-drop checks ignore Zombieland targets without changing the global hostile-target cache seen by ordinary AI.	Source/Patches.cs;Source/StorytellerEventFilterSupport.cs;Source/StorytellerEventFilters.cs	not_applicable	DropCellFinder_IsSafeDropSpot_Patch	zombieland/incident_threat_state actionMode:storyEventDelivery	DropCellFinder.IsSafeDropSpot;AttackTargetsCache.TargetsHostileToFaction	unknown	Replace the safe-drop call site's faction-hostile enumeration with a zombie-free local helper.	H.QUESTS.INCIDENTS	E.HOSTILITY.TARGETING;S-Incident-Threat	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_SCENARIOS.md raid-cadence event-delivery evidence;Source/BridgeTools/ZombielandBridgeTools.Incidents.cs;current source audit 2026-07-07	No open delivery-side target-filter gap remains; rerun only if DropCellFinder safe-drop target lookup changes.	Patch row owns target shape and hook intent only; raid cadence belongs to H.QUESTS.INCIDENTS.	The scoped transpiler keeps zombies out of drop-safety checks while allowing other callers of AttackTargetsCache.TargetsHostileToFaction to see zombies for ordinary targeting.
PATCH.WealthWatcher_CalculateWealthItems_Patch	patch	quests	Zombie corpses and related Zombieland residue do not inflate storyteller item wealth.	Source/Patches.cs;Source/StorytellerEventFilters.cs	not_applicable	WealthWatcher_CalculateWealthItems_Patch	zombieland/incident_threat_state actionMode:storyEventDelivery	WealthWatcher.CalculateWealthItems	unknown	Subtract Zombieland corpse wealth from the map item-wealth calculation.	H.QUESTS.INCIDENTS	S-Incident-Threat	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_SCENARIOS.md raid-cadence event-delivery evidence;Source/BridgeTools/ZombielandBridgeTools.Incidents.cs;current source audit 2026-07-07	No open zombie item-wealth gate remains; rerun if WealthWatcher.CalculateWealthItems changes.	Patch row owns target shape and hook intent only; broader incident cadence belongs to H.QUESTS.INCIDENTS.	Runtime incident readback samples wealth before and after controlled Zombieland targets and corpse cleanup; the row keeps this generated patch name explicit.
PATCH.WealthWatcher_WealthItemsFilter_Patch	patch	quests	Zombieland wealth holders are excluded from the vanilla item-wealth filter.	Source/Patches.cs;Source/StorytellerEventFilters.cs	not_applicable	WealthWatcher_WealthItemsFilter_Patch	zombieland/incident_threat_state actionMode:storyEventDelivery	WealthWatcher.WealthItemsFilter	unknown	Force the wealth item holder predicate false for Zombieland-owned wealth containers.	H.QUESTS.INCIDENTS	S-Incident-Threat	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_SCENARIOS.md raid-cadence event-delivery evidence;Source/BridgeTools/ZombielandBridgeTools.Incidents.cs;current source audit 2026-07-07	No open zombie wealth-holder filter gap remains; rerun if WealthWatcher.WealthItemsFilter changes.	Patch row owns target shape and hook intent only; broader item economy belongs to incident/quest rows.	Complements the item-wealth postfix by excluding Zombieland holders at the filter predicate.
PATCH.DangerWatcher_CalculateDangerRating_Patch	patch	hostility	Home-area zombie combat power can raise story danger while non-home or special-state zombies do not create global danger pressure.	Source/Patches.cs;Source/StorytellerEventFilterSupport.cs;Source/StorytellerEventFilters.cs	not_applicable	DangerWatcher_CalculateDangerRating_Patch	zombieland/incident_threat_state actionMode:storyEventDelivery;zombieland/area_workflow_state actionMode:danger-flee	DangerWatcher.CalculateDangerRating	unknown	Postprocess vanilla danger rating with Zombieland's home-area zombie danger model.	E.HOSTILITY.TARGETING	H.QUESTS.INCIDENTS;S-Hostility-Area-Workflow	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_COVERAGE.md danger-flee evidence;TEST_SCENARIOS.md raid-cadence event-delivery evidence;current source audit 2026-07-07	No open story-danger rating gap remains; rerun if DangerWatcher.CalculateDangerRating changes.	Patch row owns target shape and hook intent only; danger/flee behavior belongs to E.HOSTILITY.TARGETING.	Source and bridge probes keep this separate from the narrower AffectsStoryDanger row.
PATCH.WorldGenStep_Factions_GenerateFresh_Patch	patch	startup	World generation can recover the zombie faction when the vanilla faction generation step throws or is partially skipped.	Source/Patches.cs;Source/ZombieBootstrap.cs;Source/ChoiceLetter_ZombielandMapSetupFailed.cs;Source/BridgeTools/ZombielandBridgeTools.Bootstrap.cs	not_applicable	WorldGenStep_Factions_GenerateFresh_Patch	zombieland/bootstrap_recovery_contract	WorldGenStep_Factions.GenerateFresh	unknown	Run the bootstrap recovery finalizer around the faction world-gen step.	A.STARTUP.LOAD	S-Startup-ColdLoad;S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;BRIDGE_TOOL_REVIEW	source_only	resolved	Source/BridgeTools/ZombielandBridgeTools.Bootstrap.cs;current source audit 2026-07-07	Runtime bootstrap recovery contract source exists but was not rerun for this bookkeeping change.	Patch row owns target shape and hook intent only; cold-load behavior belongs to A.STARTUP.LOAD.	Exact row reconciles the generated patch name and assigns the new bootstrap helper source surface.
PATCH.Pawn_HealthScale_Patch	patch	core_zombie	Symbiant health scales with occupied cell count.	Source/Patches.cs;Source/ZombieSymbiant.cs;Source/BridgeTools/ZombielandBridgeTools.Symbiant.cs	not_applicable	Pawn_HealthScale_Patch	zombieland/symbiant_benefit_contract	Pawn.HealthScale	unknown	Multiply symbiant health scale by the live symbiant cell multiplier.	C.SPECIAL.SYMBIANT_INFESTATION	S-Symbiant-Symbiosis	SOURCE_AUDIT;CONTRACT_RUNTIME;LOG_CLEAN	contract_runtime	resolved	TEST_COVERAGE.md symbiant evidence;Source/BridgeTools/ZombielandBridgeTools.Symbiant.cs;current source audit 2026-07-07	No separate health-scale player-flow gap remains; rerun symbiant contracts if health scaling changes.	Patch row owns target shape and hook intent only; symbiant player behavior belongs to C.SPECIAL.SYMBIANT_INFESTATION.	The existing symbiant bridge source reads HealthScaleCellMultiplier and checks the expected multiplier.
PATCH.SustainerAggregatorUtility_AggregateOrSpawnSustainerFor_Patch	patch	rendering	Burning zombies use the local Zombieland burn-silencer sound instead of adding vanilla fire crackle sustainers.	Source/Patches.cs;Source/ZombieDefs.cs	not_applicable	SustainerAggregatorUtility_AggregateOrSpawnSustainerFor_Patch	see owning feature/scenario row	SustainerAggregatorUtility.AggregateOrSpawnSustainerFor	unknown	Swap FireBurning sound defs for attached burning-zombie fire reporters.	F.RENDERING.VISUALS	C.SPECIAL.ZOMBIES;S-Special-Gauntlet	SOURCE_AUDIT;RW16_TARGET_AUDIT	source_only	resolved	current source audit 2026-07-07;Source/Patches.cs	No runtime audio rerun was done for this bookkeeping change.	Patch row owns target shape and hook intent only; broader visual/audio behavior belongs to F.RENDERING.VISUALS.	Explicit row keeps the burning-zombie audio hook represented in release inventory.
